"characteristicType","startDate","endDate","numSites","numResults"
"Inorganics, Minor, Metals","1895-01-01","1895-12-31",1,1
"Inorganics, Minor, Metals","1896-01-01","1896-12-31",0,0
"Inorganics, Minor, Metals","1897-01-01","1897-12-31",1,1
"Inorganics, Minor, Metals","1898-01-01","1898-12-31",1,18
"Inorganics, Minor, Metals","1899-01-01","1899-12-31",2,6
"Inorganics, Minor, Metals","1900-01-01","1900-12-31",5,22
"Inorganics, Minor, Metals","1901-01-01","1901-12-31",55,115
"Inorganics, Minor, Metals","1902-01-01","1902-12-31",2,4
"Inorganics, Minor, Metals","1903-01-01","1903-12-31",0,0
"Inorganics, Minor, Metals","1904-01-01","1904-12-31",4,34
"Inorganics, Minor, Metals","1905-01-01","1905-12-31",3,80
"Inorganics, Minor, Metals","1906-01-01","1906-12-31",17,98
"Inorganics, Minor, Metals","1907-01-01","1907-12-31",10,228
"Inorganics, Minor, Metals","1908-01-01","1908-12-31",7,7
"Inorganics, Minor, Metals","1909-01-01","1909-12-31",3,3
"Inorganics, Minor, Metals","1910-01-01","1910-12-31",34,37
"Inorganics, Minor, Metals","1911-01-01","1911-12-31",21,22
"Inorganics, Minor, Metals","1912-01-01","1912-12-31",6,8
"Inorganics, Minor, Metals","1913-01-01","1913-12-31",29,39
"Inorganics, Minor, Metals","1914-01-01","1914-12-31",46,49
"Inorganics, Minor, Metals","1915-01-01","1915-12-31",42,80
"Inorganics, Minor, Metals","1916-01-01","1916-12-31",15,33
"Inorganics, Minor, Metals","1917-01-01","1917-12-31",39,46
"Inorganics, Minor, Metals","1918-01-01","1918-12-31",27,43
"Inorganics, Minor, Metals","1919-01-01","1919-12-31",74,84
"Inorganics, Minor, Metals","1920-01-01","1920-12-31",22,25
"Inorganics, Minor, Metals","1921-01-01","1921-12-31",101,104
"Inorganics, Minor, Metals","1922-01-01","1922-12-31",28,35
"Inorganics, Minor, Metals","1923-01-01","1923-12-31",78,123
"Inorganics, Minor, Metals","1924-01-01","1924-12-31",55,118
"Inorganics, Minor, Metals","1925-01-01","1925-12-31",161,213
"Inorganics, Minor, Metals","1926-01-01","1926-12-31",115,207
"Inorganics, Minor, Metals","1927-01-01","1927-12-31",41,133
"Inorganics, Minor, Metals","1928-01-01","1928-12-31",144,269
"Inorganics, Minor, Metals","1929-01-01","1929-12-31",124,514
"Inorganics, Minor, Metals","1930-01-01","1930-12-31",170,739
"Inorganics, Minor, Metals","1931-01-01","1931-12-31",120,498
"Inorganics, Minor, Metals","1932-01-01","1932-12-31",134,401
"Inorganics, Minor, Metals","1933-01-01","1933-12-31",82,329
"Inorganics, Minor, Metals","1934-01-01","1934-12-31",415,1217
"Inorganics, Minor, Metals","1935-01-01","1935-12-31",371,1056
"Inorganics, Minor, Metals","1936-01-01","1936-12-31",264,629
"Inorganics, Minor, Metals","1937-01-01","1937-12-31",317,810
"Inorganics, Minor, Metals","1938-01-01","1938-12-31",312,731
"Inorganics, Minor, Metals","1939-01-01","1939-12-31",419,850
"Inorganics, Minor, Metals","1940-01-01","1940-12-31",412,783
"Inorganics, Minor, Metals","1941-01-01","1941-12-31",536,1060
"Inorganics, Minor, Metals","1942-01-01","1942-12-31",485,873
"Inorganics, Minor, Metals","1943-01-01","1943-12-31",465,874
"Inorganics, Minor, Metals","1944-01-01","1944-12-31",725,1375
"Inorganics, Minor, Metals","1945-01-01","1945-12-31",866,1993
"Inorganics, Minor, Metals","1946-01-01","1946-12-31",1014,2874
"Inorganics, Minor, Metals","1947-01-01","1947-12-31",884,2477
"Inorganics, Minor, Metals","1948-01-01","1948-12-31",1059,3084
"Inorganics, Minor, Metals","1949-01-01","1949-12-31",1362,4043
"Inorganics, Minor, Metals","1950-01-01","1950-12-31",1820,5480
"Inorganics, Minor, Metals","1951-01-01","1951-12-31",2137,6502
"Inorganics, Minor, Metals","1952-01-01","1952-12-31",2268,7052
"Inorganics, Minor, Metals","1953-01-01","1953-12-31",2417,6754
"Inorganics, Minor, Metals","1954-01-01","1954-12-31",2842,7889
"Inorganics, Minor, Metals","1955-01-01","1955-12-31",2706,8256
"Inorganics, Minor, Metals","1956-01-01","1956-12-31",3001,9818
"Inorganics, Minor, Metals","1957-01-01","1957-12-31",3273,11125
"Inorganics, Minor, Metals","1958-01-01","1958-12-31",3713,12165
"Inorganics, Minor, Metals","1959-01-01","1959-12-31",4698,13188
"Inorganics, Minor, Metals","1960-01-01","1960-12-31",5233,16910
"Inorganics, Minor, Metals","1961-01-01","1961-12-31",4607,16276
"Inorganics, Minor, Metals","1962-01-01","1962-12-31",4625,19507
"Inorganics, Minor, Metals","1963-01-01","1963-12-31",5498,18945
"Inorganics, Minor, Metals","1964-01-01","1964-12-31",5710,20135
"Inorganics, Minor, Metals","1965-01-01","1965-12-31",6003,20210
"Inorganics, Minor, Metals","1966-01-01","1966-12-31",7871,24766
"Inorganics, Minor, Metals","1967-01-01","1967-12-31",7545,31338
"Inorganics, Minor, Metals","1968-01-01","1968-12-31",8237,34585
"Inorganics, Minor, Metals","1969-01-01","1969-12-31",6927,44698
"Inorganics, Minor, Metals","1970-01-01","1970-12-31",8480,59799
"Inorganics, Minor, Metals","1971-01-01","1971-12-31",9118,82630
"Inorganics, Minor, Metals","1972-01-01","1972-12-31",10188,95723
"Inorganics, Minor, Metals","1973-01-01","1973-12-31",10670,120147
"Inorganics, Minor, Metals","1974-01-01","1974-12-31",13121,184451
"Inorganics, Minor, Metals","1975-01-01","1975-12-31",15146,248683
"Inorganics, Minor, Metals","1976-01-01","1976-12-31",20024,454745
"Inorganics, Minor, Metals","1977-01-01","1977-12-31",21370,488451
"Inorganics, Minor, Metals","1978-01-01","1978-12-31",27783,814138
"Inorganics, Minor, Metals","1979-01-01","1979-12-31",19324,481377
"Inorganics, Minor, Metals","1980-01-01","1980-12-31",19059,481713
"Inorganics, Minor, Metals","1981-01-01","1981-12-31",15949,411153
"Inorganics, Minor, Metals","1982-01-01","1982-12-31",13650,301421
"Inorganics, Minor, Metals","1983-01-01","1983-12-31",11967,263144
"Inorganics, Minor, Metals","1984-01-01","1984-12-31",11426,276900
"Inorganics, Minor, Metals","1985-01-01","1985-12-31",12230,290943
"Inorganics, Minor, Metals","1986-01-01","1986-12-31",12675,292807
"Inorganics, Minor, Metals","1987-01-01","1987-12-31",12875,319505
"Inorganics, Minor, Metals","1988-01-01","1988-12-31",12168,310506
"Inorganics, Minor, Metals","1989-01-01","1989-12-31",12316,315970
"Inorganics, Minor, Metals","1990-01-01","1990-12-31",11580,332304
"Inorganics, Minor, Metals","1991-01-01","1991-12-31",17029,456444
"Inorganics, Minor, Metals","1992-01-01","1992-12-31",13142,397901
"Inorganics, Minor, Metals","1993-01-01","1993-12-31",15437,394572
"Inorganics, Minor, Metals","1994-01-01","1994-12-31",14770,426049
"Inorganics, Minor, Metals","1995-01-01","1995-12-31",14882,463775
"Inorganics, Minor, Metals","1996-01-01","1996-12-31",12895,455240
"Inorganics, Minor, Metals","1997-01-01","1997-12-31",14462,486189
"Inorganics, Minor, Metals","1998-01-01","1998-12-31",17686,528262
"Inorganics, Minor, Metals","1999-01-01","1999-12-31",18231,565394
"Inorganics, Minor, Metals","2000-01-01","2000-12-31",21864,553595
"Inorganics, Minor, Metals","2001-01-01","2001-12-31",20165,568569
"Inorganics, Minor, Metals","2002-01-01","2002-12-31",21401,575153
"Inorganics, Minor, Metals","2003-01-01","2003-12-31",21066,675909
"Inorganics, Minor, Metals","2004-01-01","2004-12-31",24998,710182
"Inorganics, Minor, Metals","2005-01-01","2005-12-31",24001,780798
"Inorganics, Minor, Metals","2006-01-01","2006-12-31",21208,713578
"Inorganics, Minor, Metals","2007-01-01","2007-12-31",20401,657783
"Inorganics, Minor, Metals","2008-01-01","2008-12-31",18640,626250
"Inorganics, Minor, Metals","2009-01-01","2009-12-31",18066,641851
"Inorganics, Minor, Metals","2010-01-01","2010-12-31",18516,647648
"Inorganics, Minor, Metals","2011-01-01","2011-12-31",17715,662967
"Inorganics, Minor, Metals","2012-01-01","2012-12-31",17476,653410
"Inorganics, Minor, Metals","2013-01-01","2013-12-31",16325,606790
"Inorganics, Minor, Metals","2014-01-01","2014-12-31",13473,482431
"Inorganics, Minor, Metals","2015-01-01","2015-12-31",8429,241906
"Inorganics, Minor, Metals","2016-01-01","2016-12-31",649,8489
"Nutrient","1800-01-01","1800-12-31",1,4
"Nutrient","1801-01-01","1801-12-31",0,0
"Nutrient","1802-01-01","1802-12-31",0,0
"Nutrient","1803-01-01","1803-12-31",0,0
"Nutrient","1804-01-01","1804-12-31",0,0
"Nutrient","1805-01-01","1805-12-31",0,0
"Nutrient","1806-01-01","1806-12-31",0,0
"Nutrient","1807-01-01","1807-12-31",0,0
"Nutrient","1808-01-01","1808-12-31",0,0
"Nutrient","1809-01-01","1809-12-31",0,0
"Nutrient","1810-01-01","1810-12-31",0,0
"Nutrient","1811-01-01","1811-12-31",0,0
"Nutrient","1812-01-01","1812-12-31",0,0
"Nutrient","1813-01-01","1813-12-31",0,0
"Nutrient","1814-01-01","1814-12-31",0,0
"Nutrient","1815-01-01","1815-12-31",0,0
"Nutrient","1816-01-01","1816-12-31",0,0
"Nutrient","1817-01-01","1817-12-31",0,0
"Nutrient","1818-01-01","1818-12-31",0,0
"Nutrient","1819-01-01","1819-12-31",0,0
"Nutrient","1820-01-01","1820-12-31",0,0
"Nutrient","1821-01-01","1821-12-31",0,0
"Nutrient","1822-01-01","1822-12-31",0,0
"Nutrient","1823-01-01","1823-12-31",0,0
"Nutrient","1824-01-01","1824-12-31",0,0
"Nutrient","1825-01-01","1825-12-31",0,0
"Nutrient","1826-01-01","1826-12-31",0,0
"Nutrient","1827-01-01","1827-12-31",0,0
"Nutrient","1828-01-01","1828-12-31",0,0
"Nutrient","1829-01-01","1829-12-31",0,0
"Nutrient","1830-01-01","1830-12-31",0,0
"Nutrient","1831-01-01","1831-12-31",0,0
"Nutrient","1832-01-01","1832-12-31",0,0
"Nutrient","1833-01-01","1833-12-31",0,0
"Nutrient","1834-01-01","1834-12-31",0,0
"Nutrient","1835-01-01","1835-12-31",0,0
"Nutrient","1836-01-01","1836-12-31",0,0
"Nutrient","1837-01-01","1837-12-31",0,0
"Nutrient","1838-01-01","1838-12-31",0,0
"Nutrient","1839-01-01","1839-12-31",0,0
"Nutrient","1840-01-01","1840-12-31",0,0
"Nutrient","1841-01-01","1841-12-31",0,0
"Nutrient","1842-01-01","1842-12-31",0,0
"Nutrient","1843-01-01","1843-12-31",0,0
"Nutrient","1844-01-01","1844-12-31",0,0
"Nutrient","1845-01-01","1845-12-31",0,0
"Nutrient","1846-01-01","1846-12-31",0,0
"Nutrient","1847-01-01","1847-12-31",0,0
"Nutrient","1848-01-01","1848-12-31",0,0
"Nutrient","1849-01-01","1849-12-31",0,0
"Nutrient","1850-01-01","1850-12-31",0,0
"Nutrient","1851-01-01","1851-12-31",0,0
"Nutrient","1852-01-01","1852-12-31",0,0
"Nutrient","1853-01-01","1853-12-31",0,0
"Nutrient","1854-01-01","1854-12-31",0,0
"Nutrient","1855-01-01","1855-12-31",0,0
"Nutrient","1856-01-01","1856-12-31",0,0
"Nutrient","1857-01-01","1857-12-31",0,0
"Nutrient","1858-01-01","1858-12-31",0,0
"Nutrient","1859-01-01","1859-12-31",0,0
"Nutrient","1860-01-01","1860-12-31",0,0
"Nutrient","1861-01-01","1861-12-31",0,0
"Nutrient","1862-01-01","1862-12-31",0,0
"Nutrient","1863-01-01","1863-12-31",0,0
"Nutrient","1864-01-01","1864-12-31",0,0
"Nutrient","1865-01-01","1865-12-31",0,0
"Nutrient","1866-01-01","1866-12-31",0,0
"Nutrient","1867-01-01","1867-12-31",0,0
"Nutrient","1868-01-01","1868-12-31",0,0
"Nutrient","1869-01-01","1869-12-31",0,0
"Nutrient","1870-01-01","1870-12-31",0,0
"Nutrient","1871-01-01","1871-12-31",0,0
"Nutrient","1872-01-01","1872-12-31",0,0
"Nutrient","1873-01-01","1873-12-31",0,0
"Nutrient","1874-01-01","1874-12-31",0,0
"Nutrient","1875-01-01","1875-12-31",0,0
"Nutrient","1876-01-01","1876-12-31",0,0
"Nutrient","1877-01-01","1877-12-31",0,0
"Nutrient","1878-01-01","1878-12-31",0,0
"Nutrient","1879-01-01","1879-12-31",0,0
"Nutrient","1880-01-01","1880-12-31",0,0
"Nutrient","1881-01-01","1881-12-31",0,0
"Nutrient","1882-01-01","1882-12-31",0,0
"Nutrient","1883-01-01","1883-12-31",0,0
"Nutrient","1884-01-01","1884-12-31",0,0
"Nutrient","1885-01-01","1885-12-31",0,0
"Nutrient","1886-01-01","1886-12-31",0,0
"Nutrient","1887-01-01","1887-12-31",0,0
"Nutrient","1888-01-01","1888-12-31",0,0
"Nutrient","1889-01-01","1889-12-31",0,0
"Nutrient","1890-01-01","1890-12-31",0,0
"Nutrient","1891-01-01","1891-12-31",0,0
"Nutrient","1892-01-01","1892-12-31",0,0
"Nutrient","1893-01-01","1893-12-31",0,0
"Nutrient","1894-01-01","1894-12-31",0,0
"Nutrient","1895-01-01","1895-12-31",0,0
"Nutrient","1896-01-01","1896-12-31",0,0
"Nutrient","1897-01-01","1897-12-31",0,0
"Nutrient","1898-01-01","1898-12-31",0,0
"Nutrient","1899-01-01","1899-12-31",5,8
"Nutrient","1900-01-01","1900-12-31",50,102
"Nutrient","1901-01-01","1901-12-31",49,241
"Nutrient","1902-01-01","1902-12-31",3,9
"Nutrient","1903-01-01","1903-12-31",1,3
"Nutrient","1904-01-01","1904-12-31",4,12
"Nutrient","1905-01-01","1905-12-31",3,99
"Nutrient","1906-01-01","1906-12-31",26,250
"Nutrient","1907-01-01","1907-12-31",14,417
"Nutrient","1908-01-01","1908-12-31",7,15
"Nutrient","1909-01-01","1909-12-31",3,6
"Nutrient","1910-01-01","1910-12-31",3,7
"Nutrient","1911-01-01","1911-12-31",13,35
"Nutrient","1912-01-01","1912-12-31",7,20
"Nutrient","1913-01-01","1913-12-31",9,34
"Nutrient","1914-01-01","1914-12-31",17,33
"Nutrient","1915-01-01","1915-12-31",33,80
"Nutrient","1916-01-01","1916-12-31",31,63
"Nutrient","1917-01-01","1917-12-31",41,76
"Nutrient","1918-01-01","1918-12-31",44,90
"Nutrient","1919-01-01","1919-12-31",41,83
"Nutrient","1920-01-01","1920-12-31",18,40
"Nutrient","1921-01-01","1921-12-31",93,168
"Nutrient","1922-01-01","1922-12-31",23,50
"Nutrient","1923-01-01","1923-12-31",110,180
"Nutrient","1924-01-01","1924-12-31",61,134
"Nutrient","1925-01-01","1925-12-31",163,355
"Nutrient","1926-01-01","1926-12-31",201,445
"Nutrient","1927-01-01","1927-12-31",86,339
"Nutrient","1928-01-01","1928-12-31",155,538
"Nutrient","1929-01-01","1929-12-31",193,1106
"Nutrient","1930-01-01","1930-12-31",219,1528
"Nutrient","1931-01-01","1931-12-31",145,1017
"Nutrient","1932-01-01","1932-12-31",149,872
"Nutrient","1933-01-01","1933-12-31",237,913
"Nutrient","1934-01-01","1934-12-31",590,2043
"Nutrient","1935-01-01","1935-12-31",530,2176
"Nutrient","1936-01-01","1936-12-31",441,1683
"Nutrient","1937-01-01","1937-12-31",494,1824
"Nutrient","1938-01-01","1938-12-31",416,1676
"Nutrient","1939-01-01","1939-12-31",668,2130
"Nutrient","1940-01-01","1940-12-31",597,1920
"Nutrient","1941-01-01","1941-12-31",1117,3234
"Nutrient","1942-01-01","1942-12-31",874,2602
"Nutrient","1943-01-01","1943-12-31",787,2406
"Nutrient","1944-01-01","1944-12-31",1022,3539
"Nutrient","1945-01-01","1945-12-31",1044,4080
"Nutrient","1946-01-01","1946-12-31",1564,6836
"Nutrient","1947-01-01","1947-12-31",1327,7692
"Nutrient","1948-01-01","1948-12-31",1362,9340
"Nutrient","1949-01-01","1949-12-31",1927,12483
"Nutrient","1950-01-01","1950-12-31",2284,15068
"Nutrient","1951-01-01","1951-12-31",2636,17883
"Nutrient","1952-01-01","1952-12-31",2875,17749
"Nutrient","1953-01-01","1953-12-31",3126,17661
"Nutrient","1954-01-01","1954-12-31",3464,17670
"Nutrient","1955-01-01","1955-12-31",3208,18611
"Nutrient","1956-01-01","1956-12-31",3647,21325
"Nutrient","1957-01-01","1957-12-31",3914,23832
"Nutrient","1958-01-01","1958-12-31",4570,26321
"Nutrient","1959-01-01","1959-12-31",4807,29104
"Nutrient","1960-01-01","1960-12-31",5475,37749
"Nutrient","1961-01-01","1961-12-31",5402,37734
"Nutrient","1962-01-01","1962-12-31",5655,38180
"Nutrient","1963-01-01","1963-12-31",6475,35862
"Nutrient","1964-01-01","1964-12-31",7642,41767
"Nutrient","1965-01-01","1965-12-31",8098,47436
"Nutrient","1966-01-01","1966-12-31",9408,54076
"Nutrient","1967-01-01","1967-12-31",9618,66473
"Nutrient","1968-01-01","1968-12-31",10115,90888
"Nutrient","1969-01-01","1969-12-31",9345,101905
"Nutrient","1970-01-01","1970-12-31",10782,127714
"Nutrient","1971-01-01","1971-12-31",12246,162883
"Nutrient","1972-01-01","1972-12-31",12505,182440
"Nutrient","1973-01-01","1973-12-31",14311,245220
"Nutrient","1974-01-01","1974-12-31",15431,327462
"Nutrient","1975-01-01","1975-12-31",17673,365166
"Nutrient","1976-01-01","1976-12-31",19432,392903
"Nutrient","1977-01-01","1977-12-31",16368,391925
"Nutrient","1978-01-01","1978-12-31",24535,447066
"Nutrient","1979-01-01","1979-12-31",19411,481784
"Nutrient","1980-01-01","1980-12-31",20294,552713
"Nutrient","1981-01-01","1981-12-31",17500,510384
"Nutrient","1982-01-01","1982-12-31",14911,404920
"Nutrient","1983-01-01","1983-12-31",13694,382642
"Nutrient","1984-01-01","1984-12-31",13296,395051
"Nutrient","1985-01-01","1985-12-31",14715,443334
"Nutrient","1986-01-01","1986-12-31",15276,486519
"Nutrient","1987-01-01","1987-12-31",15175,508877
"Nutrient","1988-01-01","1988-12-31",15512,549581
"Nutrient","1989-01-01","1989-12-31",16662,578148
"Nutrient","1990-01-01","1990-12-31",16394,610117
"Nutrient","1991-01-01","1991-12-31",19282,754385
"Nutrient","1992-01-01","1992-12-31",18796,762001
"Nutrient","1993-01-01","1993-12-31",21528,744624
"Nutrient","1994-01-01","1994-12-31",21986,751105
"Nutrient","1995-01-01","1995-12-31",21167,711262
"Nutrient","1996-01-01","1996-12-31",20213,694633
"Nutrient","1997-01-01","1997-12-31",21966,732203
"Nutrient","1998-01-01","1998-12-31",24813,767271
"Nutrient","1999-01-01","1999-12-31",30251,931467
"Nutrient","2000-01-01","2000-12-31",36795,985477
"Nutrient","2001-01-01","2001-12-31",39780,1057422
"Nutrient","2002-01-01","2002-12-31",40487,1079408
"Nutrient","2003-01-01","2003-12-31",44271,1111400
"Nutrient","2004-01-01","2004-12-31",47976,1179507
"Nutrient","2005-01-01","2005-12-31",47858,1172050
"Nutrient","2006-01-01","2006-12-31",44421,1145664
"Nutrient","2007-01-01","2007-12-31",43362,1137589
"Nutrient","2008-01-01","2008-12-31",41731,1170545
"Nutrient","2009-01-01","2009-12-31",40395,1136815
"Nutrient","2010-01-01","2010-12-31",37958,1029832
"Nutrient","2011-01-01","2011-12-31",37318,997111
"Nutrient","2012-01-01","2012-12-31",34922,966182
"Nutrient","2013-01-01","2013-12-31",32971,949742
"Nutrient","2014-01-01","2014-12-31",28769,774735
"Nutrient","2015-01-01","2015-12-31",18584,491893
"Nutrient","2016-01-01","2016-12-31",1810,34141
"Organics, PCBs","1800-01-01","1800-12-31",0,0
"Organics, PCBs","1801-01-01","1801-12-31",0,0
"Organics, PCBs","1802-01-01","1802-12-31",0,0
"Organics, PCBs","1803-01-01","1803-12-31",0,0
"Organics, PCBs","1804-01-01","1804-12-31",0,0
"Organics, PCBs","1805-01-01","1805-12-31",0,0
"Organics, PCBs","1806-01-01","1806-12-31",0,0
"Organics, PCBs","1807-01-01","1807-12-31",0,0
"Organics, PCBs","1808-01-01","1808-12-31",0,0
"Organics, PCBs","1809-01-01","1809-12-31",0,0
"Organics, PCBs","1810-01-01","1810-12-31",0,0
"Organics, PCBs","1811-01-01","1811-12-31",0,0
"Organics, PCBs","1812-01-01","1812-12-31",0,0
"Organics, PCBs","1813-01-01","1813-12-31",0,0
"Organics, PCBs","1814-01-01","1814-12-31",0,0
"Organics, PCBs","1815-01-01","1815-12-31",0,0
"Organics, PCBs","1816-01-01","1816-12-31",0,0
"Organics, PCBs","1817-01-01","1817-12-31",0,0
"Organics, PCBs","1818-01-01","1818-12-31",0,0
"Organics, PCBs","1819-01-01","1819-12-31",0,0
"Organics, PCBs","1820-01-01","1820-12-31",0,0
"Organics, PCBs","1821-01-01","1821-12-31",0,0
"Organics, PCBs","1822-01-01","1822-12-31",0,0
"Organics, PCBs","1823-01-01","1823-12-31",0,0
"Organics, PCBs","1824-01-01","1824-12-31",0,0
"Organics, PCBs","1825-01-01","1825-12-31",0,0
"Organics, PCBs","1826-01-01","1826-12-31",0,0
"Organics, PCBs","1827-01-01","1827-12-31",0,0
"Organics, PCBs","1828-01-01","1828-12-31",0,0
"Organics, PCBs","1829-01-01","1829-12-31",0,0
"Organics, PCBs","1830-01-01","1830-12-31",0,0
"Organics, PCBs","1831-01-01","1831-12-31",0,0
"Organics, PCBs","1832-01-01","1832-12-31",0,0
"Organics, PCBs","1833-01-01","1833-12-31",0,0
"Organics, PCBs","1834-01-01","1834-12-31",0,0
"Organics, PCBs","1835-01-01","1835-12-31",0,0
"Organics, PCBs","1836-01-01","1836-12-31",0,0
"Organics, PCBs","1837-01-01","1837-12-31",0,0
"Organics, PCBs","1838-01-01","1838-12-31",0,0
"Organics, PCBs","1839-01-01","1839-12-31",0,0
"Organics, PCBs","1840-01-01","1840-12-31",0,0
"Organics, PCBs","1841-01-01","1841-12-31",0,0
"Organics, PCBs","1842-01-01","1842-12-31",0,0
"Organics, PCBs","1843-01-01","1843-12-31",0,0
"Organics, PCBs","1844-01-01","1844-12-31",0,0
"Organics, PCBs","1845-01-01","1845-12-31",0,0
"Organics, PCBs","1846-01-01","1846-12-31",0,0
"Organics, PCBs","1847-01-01","1847-12-31",0,0
"Organics, PCBs","1848-01-01","1848-12-31",0,0
"Organics, PCBs","1849-01-01","1849-12-31",0,0
"Organics, PCBs","1850-01-01","1850-12-31",0,0
"Organics, PCBs","1851-01-01","1851-12-31",0,0
"Organics, PCBs","1852-01-01","1852-12-31",0,0
"Organics, PCBs","1853-01-01","1853-12-31",0,0
"Organics, PCBs","1854-01-01","1854-12-31",0,0
"Organics, PCBs","1855-01-01","1855-12-31",0,0
"Organics, PCBs","1856-01-01","1856-12-31",0,0
"Organics, PCBs","1857-01-01","1857-12-31",0,0
"Organics, PCBs","1858-01-01","1858-12-31",0,0
"Organics, PCBs","1859-01-01","1859-12-31",0,0
"Organics, PCBs","1860-01-01","1860-12-31",0,0
"Organics, PCBs","1861-01-01","1861-12-31",0,0
"Organics, PCBs","1862-01-01","1862-12-31",0,0
"Organics, PCBs","1863-01-01","1863-12-31",0,0
"Organics, PCBs","1864-01-01","1864-12-31",0,0
"Organics, PCBs","1865-01-01","1865-12-31",0,0
"Organics, PCBs","1866-01-01","1866-12-31",0,0
"Organics, PCBs","1867-01-01","1867-12-31",0,0
"Organics, PCBs","1868-01-01","1868-12-31",0,0
"Organics, PCBs","1869-01-01","1869-12-31",0,0
"Organics, PCBs","1870-01-01","1870-12-31",0,0
"Organics, PCBs","1871-01-01","1871-12-31",0,0
"Organics, PCBs","1872-01-01","1872-12-31",0,0
"Organics, PCBs","1873-01-01","1873-12-31",0,0
"Organics, PCBs","1874-01-01","1874-12-31",0,0
"Organics, PCBs","1875-01-01","1875-12-31",0,0
"Organics, PCBs","1876-01-01","1876-12-31",0,0
"Organics, PCBs","1877-01-01","1877-12-31",0,0
"Organics, PCBs","1878-01-01","1878-12-31",0,0
"Organics, PCBs","1879-01-01","1879-12-31",0,0
"Organics, PCBs","1880-01-01","1880-12-31",0,0
"Organics, PCBs","1881-01-01","1881-12-31",0,0
"Organics, PCBs","1882-01-01","1882-12-31",0,0
"Organics, PCBs","1883-01-01","1883-12-31",0,0
"Organics, PCBs","1884-01-01","1884-12-31",0,0
"Organics, PCBs","1885-01-01","1885-12-31",0,0
"Organics, PCBs","1886-01-01","1886-12-31",0,0
"Organics, PCBs","1887-01-01","1887-12-31",0,0
"Organics, PCBs","1888-01-01","1888-12-31",0,0
"Organics, PCBs","1889-01-01","1889-12-31",0,0
"Organics, PCBs","1890-01-01","1890-12-31",0,0
"Organics, PCBs","1891-01-01","1891-12-31",0,0
"Organics, PCBs","1892-01-01","1892-12-31",0,0
"Organics, PCBs","1893-01-01","1893-12-31",0,0
"Organics, PCBs","1894-01-01","1894-12-31",0,0
"Organics, PCBs","1895-01-01","1895-12-31",0,0
"Organics, PCBs","1896-01-01","1896-12-31",0,0
"Organics, PCBs","1897-01-01","1897-12-31",0,0
"Organics, PCBs","1898-01-01","1898-12-31",0,0
"Organics, PCBs","1899-01-01","1899-12-31",2,435
"Organics, PCBs","1900-01-01","1900-12-31",0,0
"Organics, PCBs","1901-01-01","1901-12-31",0,0
"Organics, PCBs","1902-01-01","1902-12-31",0,0
"Organics, PCBs","1903-01-01","1903-12-31",0,0
"Organics, PCBs","1904-01-01","1904-12-31",0,0
"Organics, PCBs","1905-01-01","1905-12-31",0,0
"Organics, PCBs","1906-01-01","1906-12-31",0,0
"Organics, PCBs","1907-01-01","1907-12-31",0,0
"Organics, PCBs","1908-01-01","1908-12-31",0,0
"Organics, PCBs","1909-01-01","1909-12-31",0,0
"Organics, PCBs","1910-01-01","1910-12-31",0,0
"Organics, PCBs","1911-01-01","1911-12-31",0,0
"Organics, PCBs","1912-01-01","1912-12-31",0,0
"Organics, PCBs","1913-01-01","1913-12-31",0,0
"Organics, PCBs","1914-01-01","1914-12-31",0,0
"Organics, PCBs","1915-01-01","1915-12-31",0,0
"Organics, PCBs","1916-01-01","1916-12-31",0,0
"Organics, PCBs","1917-01-01","1917-12-31",0,0
"Organics, PCBs","1918-01-01","1918-12-31",0,0
"Organics, PCBs","1919-01-01","1919-12-31",0,0
"Organics, PCBs","1920-01-01","1920-12-31",0,0
"Organics, PCBs","1921-01-01","1921-12-31",0,0
"Organics, PCBs","1922-01-01","1922-12-31",0,0
"Organics, PCBs","1923-01-01","1923-12-31",0,0
"Organics, PCBs","1924-01-01","1924-12-31",0,0
"Organics, PCBs","1925-01-01","1925-12-31",1,1
"Organics, PCBs","1926-01-01","1926-12-31",0,0
"Organics, PCBs","1927-01-01","1927-12-31",0,0
"Organics, PCBs","1928-01-01","1928-12-31",0,0
"Organics, PCBs","1929-01-01","1929-12-31",0,0
"Organics, PCBs","1930-01-01","1930-12-31",0,0
"Organics, PCBs","1931-01-01","1931-12-31",0,0
"Organics, PCBs","1932-01-01","1932-12-31",0,0
"Organics, PCBs","1933-01-01","1933-12-31",0,0
"Organics, PCBs","1934-01-01","1934-12-31",0,0
"Organics, PCBs","1935-01-01","1935-12-31",0,0
"Organics, PCBs","1936-01-01","1936-12-31",0,0
"Organics, PCBs","1937-01-01","1937-12-31",0,0
"Organics, PCBs","1938-01-01","1938-12-31",0,0
"Organics, PCBs","1939-01-01","1939-12-31",0,0
"Organics, PCBs","1940-01-01","1940-12-31",0,0
"Organics, PCBs","1941-01-01","1941-12-31",0,0
"Organics, PCBs","1942-01-01","1942-12-31",0,0
"Organics, PCBs","1943-01-01","1943-12-31",0,0
"Organics, PCBs","1944-01-01","1944-12-31",0,0
"Organics, PCBs","1945-01-01","1945-12-31",0,0
"Organics, PCBs","1946-01-01","1946-12-31",0,0
"Organics, PCBs","1947-01-01","1947-12-31",0,0
"Organics, PCBs","1948-01-01","1948-12-31",0,0
"Organics, PCBs","1949-01-01","1949-12-31",0,0
